  TARGET                RA         DEC       MJD  FILTER  APER       FLUX  FLUXERR         MAG   MAGERR  MAGSYS       ZP      SKY SKYERR  IMAGE
S3                177.39737    22.39554  57557.527   F160W   inf     1.0113   0.2195     25.9340   0.2356     AB   25.9462   0.0023 0.0130  refsdal_f160w_e71-e00_sub_masked.fits
S3                177.39737    22.39554  57566.219   F160W   inf     0.6585   0.1525     26.3998   0.2514     AB   25.9462   0.0014 0.0127  refsdal_f160w_e72-e00_sub_masked.fits
S3                177.39737    22.39554  57569.265   F160W   inf     0.7126   0.1814     26.3142   0.2764     AB   25.9462  -0.0006 0.0126  refsdal_f160w_e73-e00_sub_masked.fits
S3                177.39737    22.39554  56985.497   F814W   inf     0.0341   0.0269     28.7745   0.8557     AB   25.1072  -0.0002 0.0026  refsdal_f814w_e05-e00_sub_masked.fits
S3                177.39737    22.39554  57014.281   F814W   inf     0.1244   0.0215     27.3702   0.1878     AB   25.1072   0.0001 0.0018  refsdal_f814w_e14-e00_sub_masked.fits
S3                177.39737    22.39554  57132.030   F814W   inf     0.2366   0.0305     27.5120   0.1398     AB   25.9470  -0.0003 0.0028  refsdal_f814w_e34-e00_sub_masked.fits
S3                177.39737    22.39554  57134.656   F814W   inf     0.2744   0.0299     27.3511   0.1181     AB   25.9470  -0.0004 0.0024  refsdal_f814w_e35-e00_sub_masked.fits
S3                177.39737    22.39554  57137.591   F814W   inf     0.2253   0.0204     27.5653   0.0982     AB   25.9470  -0.0002 0.0023  refsdal_f814w_e36-e00_sub_masked.fits
S3                177.39737    22.39554  57142.000   F814W   inf     0.2292   0.0251     27.5463   0.1190     AB   25.9470  -0.0002 0.0022  refsdal_f814w_e37-e00_sub_masked.fits
S3                177.39737    22.39554  57150.483   F814W   inf     0.2094   0.0263     27.6445   0.1361     AB   25.9470  -0.0003 0.0025  refsdal_f814w_e38-e00_sub_masked.fits
S3                177.39737    22.39554  57158.611   F814W   inf     0.1947   0.0318     27.7238   0.1774     AB   25.9470  -0.0003 0.0028  refsdal_f814w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57137.591   F814W   inf     0.2225   0.0228     27.5786   0.1111     AB   25.9470  -0.0003 0.0024  refsdal_f814w_e40-e00_sub_masked.fits
S3                177.39737    22.39554  57142.000   F814W   inf     0.2269   0.0180     27.5576   0.0859     AB   25.9470  -0.0002 0.0023  refsdal_f814w_e41-e00_sub_masked.fits
S3                177.39737    22.39554  57150.483   F814W   inf     0.2039   0.0289     27.6737   0.1540     AB   25.9470  -0.0003 0.0025  refsdal_f814w_e42-e00_sub_masked.fits
S3                177.39737    22.39554  57158.611   F814W   inf     0.1950   0.0321     27.7219   0.1788     AB   25.9470  -0.0003 0.0028  refsdal_f814w_e43-e00_sub_masked.fits
S3                177.39737    22.39554  57524.375   F814W   inf     0.0329   0.0355     29.6544   1.1723     AB   25.9470  -0.0006 0.0037  refsdal_f814w_e55-e00_sub_masked.fits
S3                177.39737    22.39554  57531.494   F814W   inf     0.0187   0.0897     30.2656   5.1996     AB   25.9470  -0.0001 0.0064  refsdal_f814w_e58-e00_sub_masked.fits
S3                177.39737    22.39554  56985.434   F606W   inf    -0.0839   0.1171     27.1988  -9.0000     AB   26.0626   0.0007 0.0045  refsdal_f606w_e05-e00_sub_masked.fits
S3                177.39737    22.39554  56985.434   F606W   inf    -0.1218   0.1033     27.3348  -9.0000     AB   26.0626  -0.0008 0.0056  refsdal_f606w_e08-e00_sub_masked.fits
S3                177.39737    22.39554  57150.500   F606W   inf    -0.0510   0.0883     27.9357  -9.0000     AB   26.4930   0.0001 0.0049  refsdal_f606w_e38-e00_sub_masked.fits
S3                177.39737    22.39554  57158.479   F606W   inf    -0.0217   0.0849     27.9781  -9.0000     AB   26.4930   0.0002 0.0050  refsdal_f606w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57150.500   F606W   inf    -0.0523   0.0972     27.8311  -9.0000     AB   26.4930   0.0001 0.0049  refsdal_f606w_e42-e00_sub_masked.fits
S3                177.39737    22.39554  57158.479   F606W   inf    -0.0234   0.0879     27.9401  -9.0000     AB   26.4930   0.0001 0.0050  refsdal_f606w_e43-e00_sub_masked.fits
S3                177.39737    22.39554  57524.276   F606W   inf     0.0561   0.0843     29.6209   1.6311     AB   26.4930   0.0000 0.0065  refsdal_f606w_e55-e00_sub_masked.fits
S3                177.39737    22.39554  57531.709   F606W   inf    -0.0596   0.1290     27.0265  -9.0000     AB   25.9959   0.0016 0.0053  refsdal_f606w_e58-e00_sub_masked.fits
S3                177.39737    22.39554  57534.286   F606W   inf    -0.0147   0.0974     27.3397  -9.0000     AB   26.0044   0.0011 0.0062  refsdal_f606w_e59-e00_sub_masked.fits
S3                177.39737    22.39554  57536.096   F606W   inf    -0.0824   0.1495     26.8747  -9.0000     AB   26.0044   0.0011 0.0071  refsdal_f606w_e60-e00_sub_masked.fits
S3                177.39737    22.39554  57537.090   F606W   inf    -0.0288   0.1254     27.0657  -9.0000     AB   26.0044   0.0013 0.0072  refsdal_f606w_e61-e00_sub_masked.fits
S3                177.39737    22.39554  57131.540   F435W   inf    -0.0064   0.0421     27.9104  -9.0000     AB   25.6650  -0.0004 0.0043  refsdal_f435w_e34-e00_sub_masked.fits
S3                177.39737    22.39554  57137.606   F435W   inf     0.0073   0.0474     31.0022   7.0233     AB   25.6650  -0.0003 0.0038  refsdal_f435w_e36-e00_sub_masked.fits
S3                177.39737    22.39554  57142.015   F435W   inf     0.0192   0.0370     29.9546   2.0904     AB   25.6650  -0.0002 0.0035  refsdal_f435w_e37-e00_sub_masked.fits
S3                177.39737    22.39554  57131.540   F435W   inf    -0.0070   0.0394     27.9827  -9.0000     AB   25.6650  -0.0004 0.0043  refsdal_f435w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57137.606   F435W   inf     0.0018   0.0532     32.5325  32.2570     AB   25.6650  -0.0003 0.0038  refsdal_f435w_e40-e00_sub_masked.fits
S3                177.39737    22.39554  57142.015   F435W   inf     0.0193   0.0351     29.9487   1.9714     AB   25.6650  -0.0002 0.0035  refsdal_f435w_e41-e00_sub_masked.fits
S3                177.39737    22.39554  57531.462   F435W   inf     0.0471   0.0935     28.9819   2.1546     AB   25.6650  -0.0000 0.0071  refsdal_f435w_e58-e00_sub_masked.fits
